"SAMPLE_TYPE","DATA_COLUMN","LEGAL_VALUES","RANGE_HIGH","RANGE_LOW","UNITS","filename_short","order","DESCRIPTION"
"CHEM","TSS_QA_FLAG","NA","NA","NA","NA","waterchem",11,"QA flag associated with sample for Total Suspended Solids"
"CHEM","TSS_RESULT","NA","NA","NA","NA","waterchem",11,"Analyte value for Total Suspended Solids"
"CHEM","TSS_RL","NA","NA","NA","NA","waterchem",11,"Reporting limit for Total Suspended Solids"
"CHEM","TSS_BATCH_ID","NA","NA","NA","NA","waterchem",11,"Batch ID from lab for Total Suspended Solids"
"CHEM","TSS_FLAG","NA","NA","NA","NA","waterchem",11,"Flag for Total Suspended Solids"
"CHEM","TSS_UNITS","NA","NA","NA","NA","waterchem",11,"Units for Total Suspended Solids"
"CHEM","TSS_LAB_SAMPLE_ID","NA","NA","NA","NA","waterchem",11,"Laboratory Sample ID for Total Suspended Solids"
"CHEM","MAGNESIUM_DATE_ANALYZED","NA","NA","NA","NA","waterchem",11,"Date of sample analysis for Magnesium"
"CHEM","MAGNESIUM_HOLDING_TIME","NA","NA","NA","NA","waterchem",11,"Sample holding time for Magnesium"
"CHEM","MAGNESIUM_MDL","NA","NA","NA","NA","waterchem",11,"Minimum detection limit of analyte for Magnesium"
"CHEM","MAGNESIUM_QA_FLAG","NA","NA","NA","NA","waterchem",11,"QA flag associated with sample for Magnesium"
"CHEM","MAGNESIUM_RESULT","NA","NA","NA","NA","waterchem",11,"Analyte value for Magnesium"
"CHEM","MAGNESIUM_RL","NA","NA","NA","NA","waterchem",11,"Reporting limit for Magnesium"
"CHEM","MAGNESIUM_BATCH_ID","NA","NA","NA","NA","waterchem",11,"Batch ID from lab for Magnesium"
"CHEM","MAGNESIUM_FLAG","NA","NA","NA","NA","waterchem",11,"Flag for Magnesium"
"CHEM","MAGNESIUM_UNITS","NA","NA","NA","NA","waterchem",11,"Units for Magnesium"
"CHEM","MAGNESIUM_LAB_SAMPLE_ID","NA","NA","NA","NA","waterchem",11,"Laboratory Sample ID for Magnesium"
"CHEM","MAGNESIUM_LAB_FLAG","NA","NA","NA","NA","waterchem",11,"Flag from laboratory for Magnesium"
"CHEM","POTASSIUM_DATE_ANALYZED","NA","NA","NA","NA","waterchem",11,"Date of sample analysis for Potassium"
"CHEM","POTASSIUM_HOLDING_TIME","NA","NA","NA","NA","waterchem",11,"Sample holding time for Potassium"
"CHEM","POTASSIUM_MDL","NA","NA","NA","NA","waterchem",11,"Minimum detection limit of analyte for Potassium"
"CHEM","POTASSIUM_QA_FLAG","NA","NA","NA","NA","waterchem",11,"QA flag associated with sample for Potassium"
"CHEM","POTASSIUM_RESULT","NA","NA","NA","NA","waterchem",11,"Analyte value for Potassium"
"CHEM","POTASSIUM_RL","NA","NA","NA","NA","waterchem",11,"Reporting limit for Potassium"
"CHEM","POTASSIUM_BATCH_ID","NA","NA","NA","NA","waterchem",11,"Batch ID from lab for Potassium"
"CHEM","POTASSIUM_FLAG","NA","NA","NA","NA","waterchem",11,"Flag for Potassium"
"CHEM","POTASSIUM_UNITS","NA","NA","NA","NA","waterchem",11,"Units for Potassium"
"CHEM","POTASSIUM_LAB_SAMPLE_ID","NA","NA","NA","NA","waterchem",11,"Laboratory Sample ID for Potassium"
"CHEM","POTASSIUM_LAB_FLAG","NA","NA","NA","NA","waterchem",11,"Flag from laboratory for Potassium"
"CHEM","TOC_HOLDING_TIME","NA","NA","NA","NA","waterchem",11,"Sample holding time for Total Organic Carbon"
"CHEM","TOC_RESULT","NA","NA","NA","NA","waterchem",11,"Analyte value for Total Organic Carbon"
"CHEM","TOC_BATCH_ID","NA","NA","NA","NA","waterchem",11,"Batch ID from lab for Total Organic Carbon"
"CHEM","TOC_UNITS","NA","NA","NA","NA","waterchem",11,"Units for Total Organic Carbon"
"NUTS","NTL_QA_FLAG","NA","NA","NA","NA","waterchem",11,"QA flag associated with sample for Total Nitrogen"
"NUTS","NTL_MDL","NA","NA","NA","NA","waterchem",11,"Minimum detection limit of analyte for Total Nitrogen"
"NUTS","NTL_LAB_SAMPLE_ID","NA","NA","NA","NA","waterchem",11,"Laboratory Sample ID for Total Nitrogen"
"NUTS","NTL_DATE_ANALYZED","NA","NA","NA","NA","waterchem",11,"Date of sample analysis for Total Nitrogen"
"NUTS","NTL_HOLDING_TIME","NA","NA","NA","NA","waterchem",11,"Sample holding time for Total Nitrogen"
"NUTS","NTL_LAB_FLAG","NA","NA","NA","NA","waterchem",11,"Flag from laboratory for Total Nitrogen"
"NUTS","NTL_UNITS","NA","NA","NA","NA","waterchem",11,"Units for Total Nitrogen"
"NUTS","NTL_BATCH_ID","NA","NA","NA","NA","waterchem",11,"Batch ID from lab for Total Nitrogen"
"NUTS","NTL_FLAG","NA","NA","NA","NA","waterchem",11,"Flag for Total Nitrogen"
"NUTS","NTL_RESULT","NA","NA","NA","NA","waterchem",11,"Analyte value for Total Nitrogen"
"NUTS","NTL_RL","NA","NA","NA","NA","waterchem",11,"Reporting limit for Total Nitrogen"
"NUTS","PTL_QA_FLAG","NA","NA","NA","NA","waterchem",11,"QA flag associated with sample for Total Phosphorus"
"NUTS","PTL_MDL","NA","NA","NA","NA","waterchem",11,"Minimum detection limit of analyte for Total Phosphorus"
"NUTS","PTL_LAB_SAMPLE_ID","NA","NA","NA","NA","waterchem",11,"Laboratory Sample ID for Total Phosphorus"
"NUTS","PTL_DATE_ANALYZED","NA","NA","NA","NA","waterchem",11,"Date of sample analysis for Total Phosphorus"
"NUTS","PTL_HOLDING_TIME","NA","NA","NA","NA","waterchem",11,"Sample holding time for Total Phosphorus"
"NUTS","PTL_LAB_FLAG","NA","NA","NA","NA","waterchem",11,"Flag from laboratory for Total Phosphorus"
"NUTS","PTL_UNITS","NA","NA","NA","NA","waterchem",11,"Units for Total Phosphorus"
"NUTS","PTL_BATCH_ID","NA","NA","NA","NA","waterchem",11,"Batch ID from lab for Total Phosphorus"
"NUTS","PTL_FLAG","NA","NA","NA","NA","waterchem",11,"Flag for Total Phosphorus"
"NUTS","PTL_RESULT","NA","NA","NA","NA","waterchem",11,"Analyte value for Total Phosphorus"
"NUTS","PTL_RL","NA","NA","NA","NA","waterchem",11,"Reporting limit for Total Phosphorus"
NA,"CHEM_SAMPLE_ID","NA","NA","NA","NA","waterchem",11,"Chemistry Sample ID"
NA,"CHEM_SHIP_FLAG","NA","NA","NA","NA","waterchem",11,"Chemistry Shipping Flag"
NA,"LAB","NA","NA","NA","NA","waterchem",11,"Lab name"
NA,"NUTS_SAMPLE_ID","NA","NA","NA","NA","waterchem",11,"Nutrients Sample ID"
NA,"NUTS_SHIP_FLAG","NA","NA","NA","NA","waterchem",11,"Nutrients Shipping Flag"
NA,"SAM_CODE","NA","NA","NA","NA","waterchem",11,NA
NA,"UID","NA","NA","NA","NA","waterchem",11,"Unique site visit ID"
"BENT","IS_DISTINCT_300","1|0","NA","NA",NA,"benthic",12,"Distinct taxon in 300-organism subsample"
"BENT","TOTAL_300",NA,"300","0","None","benthic",12,"Total number of individuals in 300-organism subsample, based on NLA standardized taxonomy sample"
"DESIGN","AGGR_ECO3_2015","EHIGH|PLNLOW|WMTNS","NA","NA",NA,"benthic",12,"NARS 3-level reporting region (2015), based on aggregating AGGR_ECO9_2015 reporting regions"
"DESIGN","AGGR_ECO9_2015","CPL|NAP|NPL|SAP|SPL|TPL|UMW|WMT|XER","NA","NA",NA,"benthic",12,"NARS 9-level reporting region (2015), based on aggregated Omernik Level III ecoregions"
"DESIGN","STATE",NA,"NA","NA",NA,"benthic",12,"State lake is assigned to for sampling in NLA 2012"
"INVERTEBRATES","CLASS",NA,"NA","NA",NA,"benthic",12,"Class of taxon"
"INVERTEBRATES","FAMILY",NA,"NA","NA",NA,"benthic",12,"Family of taxon"
"INVERTEBRATES","FFG","CF|CG|PI|PR|SC|SH","NA","NA","None","benthic",12,"Functional feeding group for macroinvertebrates, codes separated by commas if more than one"
"INVERTEBRATES","GENUS",NA,"NA","NA",NA,"benthic",12,"Genus of taxon"
"INVERTEBRATES","HABIT","BU|CB|CN|DV|PK|SK|SP|SW","NA","NA","None","benthic",12,"Habit designation for macroinvertebrates"
"INVERTEBRATES","ORDER",NA,"NA","NA",NA,"benthic",12,"Order of taxon"
"INVERTEBRATES","PHYLUM",NA,"NA","NA",NA,"benthic",12,"Phylum of taxon"
"INVERTEBRATES","PTV",NA,"10","0","None","benthic",12,"Pollution tolerance value for macroinvertebrate taxon"
"INVERTEBRATES","SUBFAMILY",NA,"NA","NA",NA,"benthic",12,"Subfamily of taxon"
"INVERTEBRATES","TARGET_TAXON",NA,"NA","NA",NA,"benthic",12,"Name of taxon at target taxon level"
"INVERTEBRATES","TRIBE",NA,"NA","NA",NA,"benthic",12,"Tribe of taxon"
"VERIF","DATE_COL",NA,"NA","NA","None","benthic",12,"Date of sample collection"
"VERIF","SITE_ID",NA,"NA","NA",NA,"benthic",12,"Identification code for site"
"VERIF","VISIT_NO","|1|2","NA","NA",NA,"benthic",12,"Sequential number of visit to site"
NA,"UID",NA,"NA","NA",NA,"benthic",12,"Unique site visit ID"
NA,"ECO_BIO",NA,"NA","NA",NA,"benthic",12,"Bioregions"
NA,"PUBLICATION_DATE",NA,"NA","NA",NA,"benthic",12,"Publication Date"
NA,"TAXA_ID",NA,"NA","NA",NA,"benthic",12,"Taxa identification number"
NA,"YEAR",NA,"NA","NA",NA,"benthic",12,"Year"
"ASSESS","REVIEWED_BY_INITIAL",NA,"NA","NA",NA,"phab",13,"Intials of form reviewer"
"PHAB","REVIEWED_BY_INITIAL",NA,"NA","NA",NA,"phab",13,"Intials of form reviewer"
"VERIF","REVIEWED_BY_INITIAL",NA,"NA","NA",NA,"phab",13,"Initial of reviewer of forms"
"ASSESS","REVIEWED_BY_INITIAL",NA,"NA","NA",NA,"phab",13,"Intials of form reviewer"
"BENT","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
"CARP","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
"CARU","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
"CHEM","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
"CHLL","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
"CHLX","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
"ISOT","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
"NUTS","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
"PHAB","AM_EMERGENT","|0|1|2|3|4","NA","NA",NA,"phab",13,"Emergent aquatic macrophytes (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","AM_FLOATING","|0|1|2|3|4","NA","NA",NA,"phab",13,"Floating aquatic macrophytes (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","AM_SUBMERGENT","|0|1|2|3|4","NA","NA",NA,"phab",13,"Submergent aquatic macrophytes (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","AM_TOTALCOVER","|0|1|2|3|4","NA","NA",NA,"phab",13,"Total cover aquatic macrophytes (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","ANGLE","|FLAT|GRADUAL|STEEP|NEAR_VERTICAL_UNDERCUT","NA","NA",NA,"phab",13,"Bank angle"
"PHAB","BS_BEDROCK","|0|1|2|3|4","NA","NA",NA,"phab",13,"Bottom substrate bedrock (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","BS_BOULDER","|0|1|2|3|4","NA","NA",NA,"phab",13,"Bottom substrate boulders (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","BS_COBBLE","|0|1|2|3|4","NA","NA",NA,"phab",13,"Bottom substrate cobble (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","BS_COLOR","|BLACK|GRAY|BROWN|RED|OTHER.*","NA","NA",NA,"phab",13,"Bottom substrate color"
"PHAB","BS_COLOR_DESC",NA,"NA","NA",NA,"phab",13,"Description of substrate color"
"PHAB","BS_GRAVEL","|0|1|2|3|4","NA","NA",NA,"phab",13,"Bottom substrate gravel (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","BS_ORGANIC","|0|1|2|3|4","NA","NA",NA,"phab",13,"Bottom substrate organic (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","BS_OTHER","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent cover by other"
"PHAB","BS_SAND","|0|1|2|3|4","NA","NA",NA,"phab",13,"Bottom substrate sand (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","BS_SILT","|0|1|2|3|4","NA","NA",NA,"phab",13,"Bottom substrate silt (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","BS_WOOD","|0|1|2|3|4","NA","NA",NA,"phab",13,"Bottom substrate woody debris (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","C_BIGTREES","|0|1|2|3|4","NA","NA",NA,"phab",13,"Canopy big trees (Trunk > 0.3 DBH)(0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","C_BIGTREES_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent cover by Canopy big trees (Trunk > 0.3 DBH) in the draw down zone"
"PHAB","C_SMALLTREES","|0|1|2|3|4","NA","NA",NA,"phab",13,"Canopy small trees (Trunk < 0.3 DBH)(0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","C_SMALLTREES_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent cover by canopy small trees (Trunk < 0.3 DBH) in the draw down zone"
"PHAB","CANOPY","|C|D|E|M|N","NA","NA",NA,"phab",13,"Canopy type"
"PHAB","CANOPY_DD","|C|D|E|M|N","NA","NA",NA,"phab",13,"Canopy type in the draw down zone"
"PHAB","COLOR","BL|BR|GY|O|RD","NA","NA",NA,"phab",13,"NLA 2007 Littoral substrate color "
"PHAB","COVER_ARTIFICIAL","X","NA","NA",NA,"phab",13,"NLA 2007 Littoral Fish Macrohabitat Characterization - Cover Type: Artificial "
"PHAB","COVER_BOULDERS","X","NA","NA",NA,"phab",13,"NLA 2007 Littoral Fish Macrohabitat Characterization - Cover Type: Boulders"
"PHAB","COVER_CLASS","NO COVER|CONTINUOUS COVER|PATCHY COVER","NA","NA",NA,"phab",13,"NLA 2007 Littoral Fish Macrohabitat Characterization - Cover Class"
"PHAB","COVER_FILL","X","NA","NA",NA,"phab",13,"NLA 2007 Littoral Fish Macrohabitat Characterization - Cover Type: Fill"
"PHAB","COVER_NONE","X","NA","NA",NA,"phab",13,"NLA 2007 Littoral Fish Macrohabitat Characterization - Cover Type: None"
"PHAB","COVER_VEG","X","NA","NA",NA,"phab",13,"NLA 2007 Littoral Fish Macrohabitat Characterization - Cover Type: Vegetation"
"PHAB","COVER_WOODY","X","NA","NA",NA,"phab",13,"NLA 2007 Littoral Fish Macrohabitat Characterization - Cover Type: Woody"
"PHAB","DEPTH_AT_STATION",NA,"30","0","M","phab",13,"Depth at station 10m off shore"
"PHAB","DEPTH_UNIT",NA,"NA","NA",NA,"phab",13,"Depth units used"
"PHAB","DRAWDOWN","|Y|N|YES|NO","NA","NA",NA,"phab",13,"Station dropped or relocated (X/blank)"
"PHAB","DROPPED","|YES|NO|Y|N","NA","NA",NA,"phab",13,"Drawdown?"
"PHAB","FC_AQUATIC","|0|1|2|3|4","NA","NA",NA,"phab",13,"Fish cover aquatic vegetation (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","FC_AQUATIC_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent fish cover by aquatic veg in the drawdown zone"
"PHAB","FC_BOULDERS","|0|1|2|3|4","NA","NA",NA,"phab",13,"Fish cover boulders (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","FC_BOULDERS_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent fish cover by boulders in the drawdown zone"
"PHAB","FC_BRUSH","|0|1|2|3|4","NA","NA",NA,"phab",13,"Fish cover brush (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","FC_BRUSH_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent fish cover by brush in the drawdown zone"
"PHAB","FC_LEDGES","|0|1|2|3|4","NA","NA",NA,"phab",13,"Fish cover ledges (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","FC_LEDGES_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent fish cover by ledges in the drawdown zone"
"PHAB","FC_LIVETREES","|0|1|2|3|4","NA","NA",NA,"phab",13,"Fish cover live trees (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","FC_LIVETREES_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent fish cover by live trees in the drawdown zone"
"PHAB","FC_OVERHANG","|0|1|2|3|4","NA","NA",NA,"phab",13,"Fish cover overhanging vegetation (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","FC_OVERHANG_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent fish cover by overhanging veg in the drawdown zone"
"PHAB","FC_SNAGS","|0|1|2|3|4","NA","NA",NA,"phab",13,"Fish cover woody debris/snags (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","FC_SNAGS_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent fish cover by snags in the drawdown zone"
"PHAB","FC_STRUCTURES","|0|1|2|3|4","NA","NA",NA,"phab",13,"Fish cover human structures (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","FC_STRUCTURES_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent fish cover by human structures in the drawdown zone"
"PHAB","GC_BARE","|0|1|2|3|4","NA","NA",NA,"phab",13,"Ground cover bare (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","GC_BARE_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent ground uncovered in the drawdown zone"
"PHAB","GC_INUNDATED","|0|1|2|3|4","NA","NA",NA,"phab",13,"Ground cover inundated vegetation (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","GC_INUNDATED_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent ground cover by inundation in the drawdown zone"
"PHAB","GC_NONWOODY","|0|1|2|3|4","NA","NA",NA,"phab",13,"Ground cover nonwoody (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","GC_NONWOODY_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent ground cover by nonwoody veg in the drawdown zone"
"PHAB","GC_WOODY","|0|1|2|3|4","NA","NA",NA,"phab",13,"Ground cover woody (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","GC_WOODY_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent ground cover by woody veg in the drawdown zone"
"PHAB","HI_BUILDINGS","|0|P|C","NA","NA",NA,"phab",13,"Human influence buildings (O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_BUILDINGS_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by buildings in the drawdown zone"
"PHAB","HI_COMMERCIAL","|0|P|C","NA","NA",NA,"phab",13,"Human influence commercial(O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_COMMERCIAL_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by commercial use in the drawdown zone"
"PHAB","HI_CROPS","|0|P|C","NA","NA",NA,"phab",13,"Human influence row crops (O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_CROPS_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by row crops in the drawdown zone"
"PHAB","HI_DOCKS","|0|P|C","NA","NA",NA,"phab",13,"Human influence docks(O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_DOCKS_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by docks in the drawdown zone"
"PHAB","HI_LANDFILL","|0|P|C","NA","NA",NA,"phab",13,"Human influence landfill(O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_LANDFILL_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by landfill in the drawdown zone"
"PHAB","HI_LAWN","|0|P|C","NA","NA",NA,"phab",13,"Human influence lawn (O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_LAWN_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by lawn in the drawdown zone"
"PHAB","HI_ORCHARD","|0|P|C","NA","NA",NA,"phab",13,"Human influence orchard (O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_ORCHARD_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by orchards in the drawdown zone"
"PHAB","HI_OTHER","|0|P|C","NA","NA",NA,"phab",13,"Human influence other (O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_OTHER_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by other in the drawdown zone"
"PHAB","HI_PARK","|0|P|C","NA","NA",NA,"phab",13,"Human influence park facilities (O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_PARK_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by park in the drawdown zone"
"PHAB","HI_PASTURE","|0|P|C","NA","NA",NA,"phab",13,"Human influence pasture (O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_PASTURE_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by pasture in the drawdown zone"
"PHAB","HI_POWERLINES","|0|P|C","NA","NA",NA,"phab",13,"Human influence powerlines(O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_POWERLINES_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by powerlines in the drawdown zone"
"PHAB","HI_ROADS","|0|P|C","NA","NA",NA,"phab",13,"Human influence roads (O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_ROADS_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by roads in the drawdown zone"
"PHAB","HI_WALLS","|0|P|C","NA","NA",NA,"phab",13,"Human influence walls (O=non present/P=present outside plot/C=present w/i plot)"
"PHAB","HI_WALLS_DD","|0|P|C","NA","NA",NA,"phab",13,"Human influence by walls in the drawdown zone"
"PHAB","HORIZ_DIST",NA,"1000","0",NA,"phab",13,"Horizontal distance from waterline to high water mark (m)"
"PHAB","HORIZ_DIST_DD",NA,"200","0",NA,"phab",13,"Horizontal distance from waterline to high water mark"
"PHAB","HUMAN_DISTURBANCE","NONE|LOW|MODERATE|HEAVY","NA","NA",NA,"phab",13,"NLA 2007 Littoral Fish Macrohabitat Characterization - Human Disturbance"
"PHAB","ISLAND","|Y|N|YES|NO","NA","NA",NA,"phab",13,"Station an island (X/blank)"
"PHAB","LATITUDE",NA,"90","-90",NA,"phab",13,"Latitude at station"
"PHAB","LONGITUDE",NA,"180","-180",NA,"phab",13,"Longitude at station"
"PHAB","MACRO_LAKEWARD","|Y|N","NA","NA",NA,"phab",13,"Do macrophytes extend lakeward (Y/N)"
"PHAB","NEW_STATION","|K|L|M|N|P|Q|R|S|T|U|V|W|X|Y|Z","NA","NA",NA,"phab",13,"New station code"
"PHAB","ODOR","|NONE|H2S|ANOXIC|OIL|CHEMICAL|OTHER.*","NA","NA",NA,"phab",13,"Odor Type"
"PHAB","ODOR_DESC",NA,"NA","NA",NA,"phab",13,"Description of Odor"
"PHAB","REVIEWED_BY_INITIAL",NA,"NA","NA",NA,"phab",13,"Intials of form reviewer"
"PHAB","SHORELINE_FLOODING","|Y|N|YES|NO","NA","NA",NA,"phab",13,"Presence of Shoreling flooding"
"PHAB","SS_BEDROCK","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent cover by bedrock on shore 1-M zone"
"PHAB","SS_BOULDERS","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent cover by boulders on shore 1-M zone"
"PHAB","SS_COBBLE","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent cover by cobble on shore 1-M zone"
"PHAB","SS_GRAVEL","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent cover by gravel on shore 1-M zone"
"PHAB","SS_ORGANIC","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent cover by organic on shore 1-M zone"
"PHAB","SS_OTHER","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent cover by other on shore 1-M zone"
"PHAB","SS_SAND","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent cover by sand on shore 1-M zone"
"PHAB","SS_SILT","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent cover by silt on shore 1-M zone"
"PHAB","SS_WOOD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent cover by woody on shore 1-M zone"
"PHAB","STATION","|A|B|C|D|E|F|G|H|I|J|K","NA","NA",NA,"phab",13,"Station"
"PHAB","STATION_RELOCATED","|Y|N|YES|NO","NA","NA",NA,"phab",13,"Station relocated (Y/blank)"
"PHAB","SURFACE_FILM","|NONE|SCUM|ALGAL_MAT|OILY|OTHER.*","NA","NA",NA,"phab",13,"Surface film type"
"PHAB","SURFACE_FILM_DESC",NA,"NA","NA",NA,"phab",13,"Surface file description"
"PHAB","U_NONWOODY","|0|1|2|3|4","NA","NA",NA,"phab",13,"Understory - nonwoody (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","U_NONWOODY_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent understory cover by nonwoody veg in the drawdown zone"
"PHAB","U_WOODY","|0|1|2|3|4","NA","NA",NA,"phab",13,"Understory woody (0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)"
"PHAB","U_WOODY_DD","|0|1|2|3|4","NA","NA",NA,"phab",13,"percent understory cover by woody veg in the drawdown zone"
"PHAB","UNABLE_TO_SAMPLE","X","NA","NA",NA,"phab",13,"Unable to sample site for physical habitat"
"PHAB","UNDERSTORY","|C|D|E|M|N","NA","NA",NA,"phab",13,"Understory type"
"PHAB","UNDERSTORY_DD","|C|D|E|M|N","NA","NA",NA,"phab",13,"Understory type in the draw down zone"
"PHAB","VERT_HEIGHT",NA,"5","0","m","phab",13,"Vertical height from waterline to high water mark (m)"
"PHAB","VERT_HEIGHT_DD",NA,"100","0","m","phab",13,"Vertical height from waterline to high water mark"
"PROF","ODOR","|Y|N","NA","NA",NA,"phab",13,"Odor present"
"PROF","ODOR_DESC",NA,"NA","NA",NA,"phab",13,"Description of odor"
"SEDB","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
"SEDD","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
"SEDG","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
"SEDH","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
"SEDT","ACTUAL_DATE",NA,"NA","NA","datetime","phab",13,"Actual date sample was collected if different from DATE_COL for site"
