PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STATE,SAMPLE_TYPE,FORM_TYPE,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_SCORE,AGR_STRING,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,FLAG_ASSESS,FLIGHT_HAZARDS,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,IND_SCORE,IND_STRING,LAKE_LEVEL,LEVEL_CHANGE_M,LEVEL_CHANGES,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_SCORE,MAN_STRING,MAN_TREATMENT,MBOAT_DENSITY,OUTLET_DAMS,PHOTOGRAPHS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_SCORE,REC_STRING,REC_TRAILS,REC_TRASH,RECREATIONAL_ACTIVITY,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SCORE,RES_SEWAGE,RES_STRING,REVIEWED_BY_INITIAL,STUDYNAME,SWIMMABILITY,TROPHIC_STATE
8/23/2016,2007755,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,3,GOOD,,NO,RESERVOIR,,,,,,,,,0,,YES,,0.25,MODERATE,0-05,25-May,M,,,,,,4,ML,L,BANNED,ARTIFICIAL,Y,3,0-05,0-05,25-75,25-75,25-75,25-May,25-75,0-05,L,L,H,,,13,LLHHL,H,L,,GOOD,M,L,L,M,L,M,M,15,,MLLMLMM,,,FAIR,MESOTROPHIC
8/23/2016,2007756,,,,,ASSESS,ASSESSMENT,M,,,,M,,6,MM,,4,EXCELLENT,,NO,DRAINAGE,,,,,,,,,0,,YES,,0.2,MODERATE,25-May,25-75,L,,,,,,1,L,,LOW,NONE,Y,4,,0-05,25-75,75-100,25-May,25-May,75-100,25-May,L,,,,,1,L,,,,EXCELLENT,,L,,L,,L,L,4,,LLLL,,,FAIR,MESOTROPHIC
8/23/2016,2007757,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,NO,RESERVOIR,,,,,,,,,0,,NO,,,MODERATE,0-05,25-75,,,,,,,0,,,BANNED,ARTIFICIAL,Y,5,,0-05,,75-100,0-05,,0-05,0-05,L,,,,,2,LL,L,,,EXCELLENT,,,,,,,,0,,,,,GOOD,OLIGOTROPHIC
8/23/2016,2007758,,,,,ASSESS,ASSESSMENT,,,,,H,,8,HM,M,2,FAIR,,NO,RESERVOIR,,,,,,,,,0,,YES,,1,HIGH,25-75,75-100,,,,M,,,3,M,,RESTRICTED,ARTIFICIAL,Y,2,25-75,25-75,0-05,0-05,25-75,25-May,0-05,25-May,M,,,L,,4,ML,,,,FAIR,,,,,L,L,M,5,,LLM,,,UNSWIMMABLE,EUTROPHIC
8/23/2016,2007759,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,NO,RESERVOIR,,,,,,M,,,3,M,NO,,,MODERATE,25-May,25-75,L,,,L,,,2,LL,,LOW,ARTIFICIAL,Y,4,,0-05,0-05,75-100,0-05,0-05,,0-05,,,,,,0,,,,,EXCELLENT,,,,L,,L,L,3,,LLL,,,FAIR,MESOTROPHIC
8/23/2016,2007760,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,5,,,NO,,,,,,,,,,0,,,,,ABSENT,0-05,0-05,,,M,,,,3,M,,LOW,NATURAL,,4,0-05,0-05,0-05,25-75,0-05,0-05,25-May,25-May,,,,,,0,,,,,,,,,,,,,0,,,,,,
8/23/2016,2007761,,,,,ASSESS,ASSESSMENT,M,,M,,H,,11,MMH,,4,FAIR,U,NO,DRAINAGE,L,,,,,,,,1,L,NO,,,SPARSE,0-05,0-05,M,,L,,,,4,ML,,LOW,ARTIFICIAL,N,2,25-75,0-05,25-75,25-May,25-75,25-75,0-05,0-05,,,M,L,,7,MLM,M,,,GOOD,,,,M,,H,M,11,,MHM,,,FAIR,EUTROPHIC
8/23/2016,2007762,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,5,GOOD,,NO,RESERVOIR,,,,,,,,L,1,L,YES,,0.4,ABSENT,0-05,0-05,L,,,,,,1,L,,HIGH,ARTIFICIAL,N,4,0-05,25-May,75-100,25-May,75-100,75-100,25-75,0-05,,M,L,,,4,ML,,,,EXCELLENT,L,L,,H,,H,M,15,,LLHHM,,,GOOD,EUTROPHIC
8/23/2016,2007763,,,,,ASSESS,ASSESSMENT,L,,,,,,1,L,,4,GOOD,,NO,RESERVOIR,,,,,,,,,0,,NO,,,HIGH,25-75,75-100,,,,,,,0,,,HIGH,ARTIFICIAL,,2,0-05,0-05,75-100,0-05,75-100,75-100,25-May,25-75,,,L,,,1,L,,,,EXCELLENT,,,,H,L,H,L,12,,HLHL,,,GOOD,MESOTROPHIC
8/23/2016,2007764,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,NO,DRAINAGE,,,,,,L,,,1,L,YES,,0.3,HIGH,25-75,25-75,,,,L,,,1,L,,HIGH,ARTIFICIAL,Y,4,,0-05,25-75,25-75,25-May,25-75,25-75,0-05,,,M,,M,6,MM,,,,EXCELLENT,L,,,,,H,L,7,,LHL,,,GOOD,EUTROPHIC
8/23/2016,2007765,,,,,ASSESS,ASSESSMENT,,,,,,,3,M,M,4,GOOD,,NO,RESERVOIR,,,,,,,,,0,,YES,,1.5,SPARSE,,0-05,,,,H,,,5,H,,BANNED,ARTIFICIAL,Y,3,0-05,25-May,0-05,75-100,25-75,25-May,25-75,25-May,,,,,,2,LL,L,L,,GOOD,M,,,L,L,L,L,7,,MLLLL,,,FAIR,EUTROPHIC
8/23/2016,2007766,,,,,ASSESS,ASSESSMENT,L,,L,,M,,5,LLM,,5,GOOD,,NO,DRAINAGE,L,,,L,,,,,2,LL,YES,,1,ABSENT,0-05,0-05,M,,M,L,,,7,MML,,LOW,ARTIFICIAL,N,,0-05,25-May,25-75,25-75,25-May,25-75,25-75,0-05,,,,,L,3,LLL,L,L,,EXCELLENT,L,L,,L,L,L,L,6,,LLLLLL,,,GOOD,OLIGOTROPHIC
8/23/2016,2007767,,,,,ASSESS,ASSESSMENT,,,,,L,,2,LL,L,4,GOOD,,NO,RESERVOIR,,,,,,,,,0,,YES,,,MODERATE,25-May,25-75,M,,L,L,,,5,MLL,,LOW,ARTIFICIAL,N,3,0-05,25-May,0-05,25-May,25-75,0-05,25-May,0-05,,L,,L,,4,LLLL,L,L,,GOOD,,,,,,,L,1,,L,,,FAIR,MESOTROPHIC
8/23/2016,2007768,,,,,ASSESS,ASSESSMENT,,,,,,,3,M,M,4,FAIR,,YES,RESERVOIR,,,,,,,,,0,,,,2,MODERATE,25-May,25-75,H,,M,L,,,9,HML,,HIGH,ARTIFICIAL,N,2,0-05,0-05,75-100,25-May,25-May,75-100,25-May,0-05,,H,L,,H,12,HLHL,L,,,EXCELLENT,L,H,,H,M,H,H,24,,LHHMHH,,,GOOD,MESOTROPHIC
8/23/2016,2007769,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,NO,RESERVOIR,,,,,,,,,0,,NO,,,ABSENT,0-05,0-05,,,,,,,0,,,HIGH,ARTIFICIAL,N,3,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,,,L,,,1,L,,,,GOOD,L,,,L,,,L,3,,LLL,,,FAIR,EUTROPHIC
8/23/2016,2007770,,,,,ASSESS,ASSESSMENT,H,L,M,L,H,,20,HLMLHH,H,2,FAIR,,YES,RESERVOIR,,,,L,,,,,1,L,NO,,,HIGH,75-100,75-100,,H,,L,,,6,HL,,BANNED,ARTIFICIAL,Y,2,0-05,0-05,0-05,0-05,75-100,25-May,25-May,0-05,L,,,,,6,LH,,H,,POOR,M,M,H,H,L,M,M,24,L,MMHHLMML,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,2007771,,,,,ASSESS,ASSESSMENT,,,H,,H,,10,HH,,2,FAIR,,NO,RESERVOIR,,,,,,,,,0,,NO,,,SPARSE,0-05,0-05,L,,,,,,1,L,,LOW,ARTIFICIAL,N,2,75-100,,,,25-75,0-05,0-05,,,,,M,,3,M,,,,GOOD,,,,,,,M,3,,M,,,GOOD,MESOTROPHIC
8/23/2016,2007772,,,,,ASSESS,ASSESSMENT,M,,M,,H,,11,MMH,,3,GOOD,,NO,SEEPAGE,,,,,,,,,0,,NO,,,MODERATE,25-75,25-75,,,L,,,,1,L,,RESTRICTED,NONE,Y,4,25-75,0-05,0-05,0-05,25-75,0-05,25-May,25-May,,,,,,0,,,,,FAIR,,,,L,,L,L,3,,LLL,,,FAIR,EUTROPHIC
8/23/2016,2007773,,,,,ASSESS,ASSESSMENT,,,,,H,,5,H,,3,FAIR,,NO,DRAINAGE,,,,,,,,,0,,YES,,1.5,HIGH,25-May,25-75,L,,,,,,1,L,,LOW,NATURAL,Y,2,25-75,75-100,0-05,0-05,0-05,0-05,0-05,0-05,L,,L,,,3,LLL,,L,,FAIR,,,,,,,L,1,,L,,,FAIR,EUTROPHIC
8/23/2016,2007774,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,NO,RESERVOIR,L,,,,M,,,,4,LM,YES,,0.1,SPARSE,0-05,0-05,,H,,L,,,7,HLL,L,BANNED,ARTIFICIAL,Y,4,0-05,25-May,0-05,25-75,0-05,25-May,0-05,0-05,,,L,,,2,LL,,L,,EXCELLENT,L,,,,L,,L,3,,LLL,,,GOOD,OLIGOTROPHIC
8/23/2016,2007775,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,NO,RESERVOIR,,,,,,,,,0,,YES,,1,ABSENT,,,,,,L,,,1,L,,BANNED,ARTIFICIAL,N,4,,25-May,0-05,75-100,0-05,,25-May,,,,,L,,7,LMM,M,M,,GOOD,,,,,,L,,1,,L,,,GOOD,MESOTROPHIC
8/23/2016,2007776,,,,,ASSESS,ASSESSMENT,,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2016,2007778,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,YES,RESERVOIR,,L,,,,,,,1,L,,,1,SPARSE,0-05,25-75,M,,,L,,,4,ML,,HIGH,ARTIFICIAL,N,3,0-05,0-05,25-75,25-75,25-75,25-75,25-May,0-05,,M,L,,M,11,MLMLM,L,M,,EXCELLENT,L,M,L,H,L,H,H,21,,LMLHLHH,,,GOOD,EUTROPHIC
8/23/2016,2007779,,,,,ASSESS,ASSESSMENT,L,,L,,L,L,7,LLLLM,M,4,GOOD,U,YES,RESERVOIR,L,,M,L,,,,M,8,LMLM,NO,,,MODERATE,25-75,25-May,H,L,L,M,,L,14,HLLMLM,M,HIGH,ARTIFICIAL,N,3,25-May,0-05,25-May,25-75,25-May,25-May,25-May,0-05,,M,M,L,L,10,MMLLLL,L,L,,GOOD,L,L,L,M,L,M,M,14,L,LLLMLMML,,,FAIR,EUTROPHIC
8/23/2016,2007780,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,4,FAIR,,NO,RESERVOIR,,,,,,,,,0,,NO,,,HIGH,25-75,75-100,,,,,,L,1,L,,HIGH,ARTIFICIAL,N,2,,0-05,75-100,25-May,75-100,75-100,25-May,25-May,L,,,L,,3,LLL,L,,,FAIR,L,,,H,M,H,M,17,,LHMHM,,,FAIR,EUTROPHIC
8/23/2016,2007781,,,,,ASSESS,ASSESSMENT,H,,,,M,,8,HM,,5,GOOD,,NO,DRAINAGE,,,,H,,,,,5,H,YES,,1.5,SPARSE,0-05,0-05,L,,M,,,,4,LM,,LOW,NATURAL,Y,4,0-05,0-05,0-05,25-75,25-May,25-75,25-75,25-May,,,,L,,1,L,,,,GOOD,,L,,M,,M,M,10,,LMMM,,,GOOD,MESOTROPHIC
8/23/2016,2007782,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,3,POOR,,NO,RESERVOIR,,,,H,,,,,5,H,YES,,1,MODERATE,25-May,25-75,H,,H,L,,H,16,HHLH,,BANNED,NONE,N,1,0-05,25-75,25-May,25-May,25-75,25-75,25-May,0-05,,,H,,,6,HL,,L,,FAIR,,,,M,L,M,M,10,,MLMM,,,FAIR,EUTROPHIC
8/23/2016,2007783,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,2,POOR,,NO,RESERVOIR,,,,,,,,,0,,NO,,,HIGH,25-May,25-75,,,,,,,0,,,BANNED,ARTIFICIAL,N,1,,25-May,,,75-100,75-100,25-May,,M,,H,,,9,MHL,,L,,FAIR,M,L,,M,L,M,M,17,M,MLMLMMM,,,UNSWIMMABLE,EUTROPHIC
8/23/2016,2007784,,,,,ASSESS,ASSESSMENT,,,,,,,1,L,L,4,GOOD,,NO,RESERVOIR,,,,L,L,,,,2,LL,YES,,1,SPARSE,25-May,0-05,H,,M,M,,L,12,HMML,,HIGH,ARTIFICIAL,Y,4,,0-05,25-75,,25-May,25-75,25-May,25-75,,M,M,M,H,20,MMMHMM,M,M,,EXCELLENT,M,L,L,M,L,M,M,16,L,MLLMLMML,,,FAIR,MESOTROPHIC
8/23/2016,2007785,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,NO,RESERVOIR,,,,L,,,,,1,L,NO,,,MODERATE,25-May,25-May,L,,,,,L,2,LL,,LOW,ARTIFICIAL,Y,4,0-05,0-05,0-05,75-100,0-05,0-05,25-75,25-May,,,,L,,1,L,,,,EXCELLENT,L,,,L,,L,L,4,,LLLL,,,GOOD,EUTROPHIC
8/23/2016,2007786,,,,,ASSESS,ASSESSMENT,,,,,,,3,M,M,4,FAIR,,NO,RESERVOIR,,,,H,,,,,5,H,YES,,3.5,SPARSE,,25-75,L,,L,L,,,3,LLL,,LOW,ARTIFICIAL,Y,2,,25-75,,25-75,25-May,,25-May,,,,M,H,,16,MHMH,M,H,,FAIR,,,,,,,M,3,,M,,,FAIR,MESOTROPHIC
8/23/2016,2007787,,,,,ASSESS,ASSESSMENT,M,,M,,M,,9,MMM,,4,GOOD,,NO,SEEPAGE,,,,,,L,,,1,L,YES,,,SPARSE,0-05,0-05,L,,,,,,1,L,,LOW,NONE,N,3,25-75,0-05,0-05,0-05,75-100,0-05,0-05,25-May,M,,,,,4,ML,,L,,FAIR,,,L,,,,L,2,,LL,,,FAIR,HYPEREUTROPHIC
8/23/2016,2007788,,,,,ASSESS,ASSESSMENT,,,,,L,,2,LL,L,5,EXCELLENT,,NO,RESERVOIR,,,,,,,,,0,,NO,,,MODERATE,0-05,25-May,,,M,,,,3,M,,RESTRICTED,ARTIFICIAL,N,4,0-05,0-05,0-05,75-100,0-05,0-05,25-May,25-May,L,,,,,2,LL,,L,,EXCELLENT,,,,,,,L,1,,L,,,FAIR,MESOTROPHIC
8/23/2016,2007789,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,3,GOOD,,NO,RESERVOIR,,,,,,,,,0,,YES,,0.25,MODERATE,25-May,25-75,,,,,,,0,,,RESTRICTED,ARTIFICIAL,N,4,0-05,0-05,0-05,75-100,25-May,0-05,25-May,0-05,,,,L,,1,L,,,,FAIR,,,,,,,L,1,,L,,,FAIR,MESOTROPHIC
8/23/2016,2007790,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,3,EXCELLENT,,NO,RESERVOIR,,,,L,,,,,1,L,YES,,1,HIGH,25-75,25-75,,,,M,,,3,M,,RESTRICTED,ARTIFICIAL,Y,5,,,,25-May,0-05,,0-05,75-100,,,,,,1,L,L,,,FAIR,,,,,,,L,1,,L,,,FAIR,EUTROPHIC
8/23/2016,2007791,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,3,,,NO,,,,,,,,,,0,,NO,,,MODERATE,25-75,25-75,L,,,,,,1,L,,LOW,NATURAL,,4,0-05,0-05,0-05,25-75,0-05,0-05,75-100,25-May,,,,,,0,,,,,,,,,L,,L,L,3,,LLL,,,FAIR,
8/23/2016,2007792,,,,,ASSESS,ASSESSMENT,L,L,L,L,L,L,7,LLLLLLL,L,4,GOOD,,NO,RESERVOIR,L,L,L,L,L,L,M,L,10,LLLLLLML,NO,,,MODERATE,0-05,25-May,L,H,L,L,L,M,13,LHLLLML,L,BANNED,ARTIFICIAL,Y,4,0-05,0-05,0-05,75-100,0-05,0-05,25-May,0-05,L,L,L,L,L,7,LLLLLLL,L,L,,EXCELLENT,L,L,L,L,L,L,L,8,L,LLLLLLLL,,,UNSWIMMABLE,MESOTROPHIC
8/23/2016,2007793,,,,,ASSESS,ASSESSMENT,,,H,,M,,13,HMH,H,2,POOR,,NO,RESERVOIR,,,,,,,,,0,,YES,,2,ABSENT,25-75,25-75,M,,H,H,,,13,MHH,,LOW,ARTIFICIAL,Y,1,75-100,25-75,0-05,0-05,75-100,25-May,25-May,25-May,M,,L,L,,7,MLLLL,L,L,,FAIR,M,,,,,L,,4,,ML,,,FAIR,EUTROPHIC
8/23/2016,2007794,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,4,FAIR,,NO,SEEPAGE,,,,,,,,,0,,NO,,,SPARSE,25-May,0-05,,,,,,L,1,L,,HIGH,NONE,Y,2,,0-05,75-100,25-May,75-100,75-100,0-05,0-05,,,L,,,1,L,,,,GOOD,,,,H,L,H,L,12,,HLHL,,,FAIR,MESOTROPHIC
8/23/2016,2007795,,,,,ASSESS,ASSESSMENT,,,L,,L,,3,LLL,L,4,GOOD,,NO,RESERVOIR,,,,L,,,,,1,L,,,,MODERATE,25-May,25-May,M,,M,M,,,9,MMM,,HIGH,ARTIFICIAL,,3,0-05,25-May,0-05,75-100,25-75,25-May,25-75,25-75,,L,M,L,L,10,LMLLML,M,L,,EXCELLENT,,L,,L,L,L,L,5,,LLLLL,,,GOOD,MESOTROPHIC
8/23/2016,2007796,,,,,ASSESS,ASSESSMENT,M,,M,,M,,9,MMM,,3,GOOD,,NO,DRAINAGE,,,M,,,,,,3,M,YES,,2,SPARSE,25-May,25-May,M,M,,,,,6,MM,,HIGH,NATURAL,N,3,25-May,25-May,25-75,25-75,25-May,25-May,25-75,0-05,,H,M,M,,14,HMMM,,M,,EXCELLENT,H,M,,M,,M,M,20,M,HMMMMM,,,FAIR,OLIGOTROPHIC
8/23/2016,2007797,,,,,ASSESS,ASSESSMENT,M,,,,,,3,M,,3,GOOD,,NO,RESERVOIR,,,,L,,,,,1,L,NO,,,HIGH,25-May,25-75,H,,,,,,5,H,,HIGH,ARTIFICIAL,Y,5,,0-05,0-05,75-100,0-05,0-05,25-75,25-75,L,,H,,,11,LHH,H,,,GOOD,L,,,L,,L,L,4,,LLLL,,,FAIR,EUTROPHIC
8/23/2016,2007798,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,NO,RESERVOIR,,,,,,,,M,3,M,YES,,0.1,SPARSE,25-May,0-05,L,,L,L,,,3,LLL,,LOW,ARTIFICIAL,N,2,0-05,25-May,25-75,25-75,0-05,25-May,25-May,25-May,,L,L,L,L,6,LLLLLL,L,L,,EXCELLENT,L,L,,M,L,M,L,10,,LLMLML,,,GOOD,MESOTROPHIC
8/23/2016,2007799,,,,,ASSESS,ASSESSMENT,M,,L,,M,,7,MLM,,2,FAIR,,NO,DRAINAGE,,,,,,,,,0,,NO,,,ABSENT,0-05,0-05,,,,,,,0,,,LOW,NONE,N,3,25-May,25-May,0-05,0-05,75-100,0-05,25-May,25-75,,,,,,0,,,,,GOOD,,,,,,,,0,,,,,UNSWIMMABLE,HYPEREUTROPHIC
8/23/2016,2007800,,,,,ASSESS,ASSESSMENT,,,,,M,,3,M,,1,FAIR,,NO,RESERVOIR,,,,,,,M,,3,M,NO,,,ABSENT,0-05,0-05,,,,,,,0,,,LOW,ARTIFICIAL,N,2,25-May,0-05,0-05,25-75,0-05,25-May,25-75,0-05,,,L,L,,2,LL,,,,FAIR,,,,L,,L,M,5,,LLM,,,FAIR,MESOTROPHIC
8/23/2016,2007801,,,,,ASSESS,ASSESSMENT,M,,L,,M,,7,MLM,,3,GOOD,,NO,SEEPAGE,,,,,,,,,0,,,,-3,SPARSE,25-75,25-May,,,,,,,0,,,RESTRICTED,NATURAL,Y,4,25-75,0-05,0-05,0-05,75-100,0-05,0-05,0-05,,,,,,0,,,,,POOR,,,,,,,,0,,,,,UNSWIMMABLE,MESOTROPHIC
8/23/2016,2007802,,,,,ASSESS,ASSESSMENT,L,,M,L,M,M,12,LMLMML,L,1,POOR,,NO,DRAINAGE,,,,M,,,,,3,M,NO,,,ABSENT,0-05,0-05,L,,L,,,,2,LL,,RESTRICTED,ARTIFICIAL,Y,2,,0-05,25-75,25-75,25-75,25-May,25-May,0-05,H,H,H,H,L,29,HHHHLMH,M,H,,FAIR,L,L,L,L,M,H,L,14,L,LLLLMHLL,,,FAIR,MESOTROPHIC
8/23/2016,2007803,,,,,ASSESS,ASSESSMENT,,,L,,L,,2,LL,,4,GOOD,,NO,RESERVOIR,,,,,,,,,0,,NO,,,SPARSE,0-05,0-05,M,,,,,,3,M,,BANNED,ARTIFICIAL,N,3,,0-05,0-05,75-100,25-May,0-05,75-100,25-May,,,H,L,,9,HLM,M,,,EXCELLENT,L,L,,M,,M,L,10,L,LLMMLL,,,GOOD,MESOTROPHIC
8/23/2016,2007804,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,NO,RESERVOIR,,,,,,,,,0,,YES,,0.5,SPARSE,0-05,,L,,,,,,1,L,,LOW,ARTIFICIAL,N,3,,25-May,,75-100,25-May,25-May,25-May,,,L,M,,M,8,LMML,,L,,GOOD,,,,,,,L,1,,L,,,UNSWIMMABLE,MESOTROPHIC
8/23/2016,2007805,,,,,ASSESS,ASSESSMENT,,,L,,L,,2,LL,,3,GOOD,,NO,DRAINAGE,,L,,,,,,,1,L,NO,,,HIGH,0-05,75-100,M,,,,,,3,M,,LOW,NONE,Y,3,0-05,0-05,25-75,25-75,25-May,25-May,25-May,25-75,,,L,,L,3,LLL,,L,,EXCELLENT,,L,,M,,M,L,8,,LMML,,,FAIR,EUTROPHIC
8/23/2016,2007806,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,4,GOOD,,NO,RESERVOIR,,,,,,,,L,1,L,YES,,0.8,SPARSE,0-05,0-05,,,,,,,0,,,BANNED,ARTIFICIAL,Y,3,0-05,0-05,25-75,0-05,75-100,25-75,25-75,0-05,L,,L,,,6,LLML,M,L,,GOOD,,L,,M,,M,L,8,,LMML,,,UNSWIMMABLE,MESOTROPHIC
8/23/2016,2007807,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,5,GOOD,,NO,DRAINAGE,L,,,,,,,,1,L,NO,,,SPARSE,0-05,,L,,,,,,1,L,,HIGH,NONE,Y,4,,25-May,25-75,0-05,25-75,25-May,25-May,0-05,,L,L,,,3,LLL,,L,,EXCELLENT,L,L,,M,L,H,M,14,,LLMLHM,,,GOOD,MESOTROPHIC
8/23/2016,2007808,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,1,FAIR,,NO,RESERVOIR,L,,,,,,,,1,L,NO,,,HIGH,25-May,75-100,M,,,,,,3,M,,LOW,ARTIFICIAL,Y,2,0-05,0-05,25-75,25-75,0-05,25-May,25-75,0-05,,,,,,0,,,,,GOOD,M,L,,L,L,M,M,12,,MLLLMM,,,UNSWIMMABLE,EUTROPHIC
8/23/2016,2007809,,,,,ASSESS,ASSESSMENT,,,L,,M,,4,LM,,3,GOOD,,NO,RESERVOIR,,,,,,,,L,1,L,YES,,3,SPARSE,25-May,25-May,H,H,M,M,,,16,HHMM,,HIGH,ARTIFICIAL,N,3,25-May,0-05,25-May,25-May,0-05,25-May,25-May,0-05,,L,M,L,,5,LML,,,,GOOD,L,L,,L,,L,L,6,L,LLLLLL,,,GOOD,EUTROPHIC
8/23/2016,2007810,,,,,ASSESS,ASSESSMENT,M,,M,,M,,9,MMM,,1,FAIR,,NO,RESERVOIR,,,,,,,,,0,,YES,,0.7,HIGH,25-75,75-100,L,,,M,,,4,LM,,LOW,ARTIFICIAL,Y,2,0-05,0-05,0-05,25-May,25-May,25-May,25-75,25-75,,,M,,,3,M,,,,POOR,,,,,,,,0,,,,,FAIR,MESOTROPHIC
8/23/2016,2007811,,,,,ASSESS,ASSESSMENT,,,M,,M,,6,MM,,3,GOOD,,YES,RESERVOIR,,,,,,,,,0,,YES,,2,MODERATE,0-05,25-May,L,,,H,,,6,LH,,LOW,ARTIFICIAL,N,3,0-05,0-05,25-May,0-05,25-75,0-05,0-05,0-05,L,,L,L,L,6,LLLLLL,L,L,,GOOD,L,L,L,H,L,H,L,16,L,LLLHLHLL,,,GOOD,EUTROPHIC
8/23/2016,2007812,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,NO,SEEPAGE,,,,,,,,,0,,YES,,0.6,ABSENT,0-05,0-05,,,,,,,0,,,BANNED,NONE,N,5,0-05,25-May,0-05,75-100,25-May,0-05,25-May,0-05,,,,L,,2,LL,L,,,EXCELLENT,,,,,,,,0,,,,,GOOD,OLIGOTROPHIC
8/23/2016,2007813,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,2,POOR,,NO,RESERVOIR,,,,,,,,,0,,,,0,SPARSE,25-May,0-05,,,,,,,0,,,HIGH,ARTIFICIAL,Y,2,,0-05,25-75,0-05,25-75,25-75,25-75,0-05,,,,,,0,,,,,FAIR,M,L,,M,M,M,M,16,,MLMMMM,,,FAIR,EUTROPHIC
8/23/2016,2007815,,,,,ASSESS,ASSESSMENT,M,,,,M,,6,MM,,3,FAIR,,NO,DRAINAGE,,,,,,,,,0,,NO,,,MODERATE,0-05,25-May,M,,,,,,3,M,,HIGH,NONE,Y,3,0-05,0-05,25-75,25-75,25-75,25-75,25-May,25-75,L,M,M,,,9,LMMLL,L,L,,GOOD,,L,,M,M,M,L,11,,LMMML,,,FAIR,MESOTROPHIC
8/23/2016,2007816,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,5,EXCELLENT,,YES,DRAINAGE,,,,,,,,,0,,YES,,0.5,MODERATE,0-05,25-May,,,,,,,0,,,BANNED,NATURAL,N,5,,0-05,,75-100,25-75,,0-05,25-May,,,,L,,2,LL,L,,,GOOD,,,,,,,,0,,,,,FAIR,OLIGOTROPHIC
8/23/2016,2007817,,,,,ASSESS,ASSESSMENT,L,,,,,,1,L,,5,EXCELLENT,,YES,DRAINAGE,,,,,,,,,0,,YES,,0.5,MODERATE,25-75,0-05,L,,,L,,,2,LL,,BANNED,NONE,Y,3,0-05,0-05,25-May,25-75,25-75,0-05,25-May,25-May,,,,,M,3,M,,,,EXCELLENT,,,,M,,M,L,7,,MML,,,GOOD,MESOTROPHIC
8/23/2016,2007818,,,,,ASSESS,ASSESSMENT,,,,,,,0,,,5,,,NO,,,,,,,,,,0,,NO,,,SPARSE,25-May,25-May,,,M,,,,3,M,,LOW,NATURAL,,4,0-05,25-May,25-May,25-75,25-May,25-May,25-75,25-May,,,,,,0,,,,,,,L,,L,,M,L,6,,LLML,,,GOOD,
