"SAMPLE_TYPE","DATA_COLUMN","LABEL","LEGAL_VALUES","RANGE_HIGH","RANGE_LOW","UNITS"
"PHAB","HINCOMMERCIAL_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINCOMMERCIAL_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINCOMMERCIAL_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINCROPS","Human influence: count of values","",NA,NA,""
"PHAB","HINCROPS_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINCROPS_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINCROPS_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINDOCKS","Human influence: count of values","",NA,NA,""
"PHAB","HINDOCKS_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINDOCKS_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINDOCKS_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINLANDFILL","Human influence: count of values","",NA,NA,""
"PHAB","HINLANDFILL_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINLANDFILL_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINLANDFILL_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINLAWN","Human influence: count of values","",NA,NA,""
"PHAB","HINLAWN_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINLAWN_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINLAWN_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINNONAG","Human influence: count of all values used","",NA,NA,""
"PHAB","HINNONAG_DD","Human influence: count of all values used in the drawdown zone","",NA,NA,""
"PHAB","HINNONAG_RIP","Human influence: count of all values used in the riparian zone","",NA,NA,""
"PHAB","HINNONAG_SYN","Human influence: count of all values used synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINORCHARD","Human influence: count of values","",NA,NA,""
"PHAB","HINORCHARD_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINORCHARD_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINORCHARD_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINOTHER_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINOTHER_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINOTHER_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINPARK","Human influence: count of values","",NA,NA,""
"PHAB","HINPARK_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINPARK_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINPARK_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINPASTURE","Human influence: count of values","",NA,NA,""
"PHAB","HINPASTURE_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINPASTURE_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINPASTURE_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINPOWERLINES","Human influence: count of values","",NA,NA,""
"PHAB","HINPOWERLINES_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINPOWERLINES_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINPOWERLINES_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINROADS","Human influence: count of values","",NA,NA,""
"PHAB","HINROADS_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINROADS_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINROADS_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HINWALLS","Human influence: count of values","",NA,NA,""
"PHAB","HINWALLS_DD","Human influence: count of values in the drawdown zone","",NA,NA,""
"PHAB","HINWALLS_RIP","Human influence: count of values in the riparian zone","",NA,NA,""
"PHAB","HINWALLS_SYN","Human influence: count of values synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWAG","Human influence: weighted presence of agricultural influences","",NA,NA,""
"PHAB","HIPWAG_DD","Human influence: weighted presence of agricultural influences in the drawdown zone","",NA,NA,""
"PHAB","HIPWAG_RIP","Human influence: weighted presence of agricultural influences in the riparian zone","",NA,NA,""
"PHAB","HIPWAG_SYN","Human influence: weighted presence of agricultural influences synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWALL","Human influence: w1_hall","",NA,NA,""
"PHAB","HIPWALL_DD","Human influence: w1_hall in the drawdown zone","",NA,NA,""
"PHAB","HIPWALL_RIP","Human influence: w1_hall in the riparian zone","",NA,NA,""
"PHAB","HIPWALL_SYN","Human influence: w1_hall synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWBUILDINGS","Human influence: weighted presence of Buildings","",NA,NA,""
"PHAB","HIPWBUILDINGS_DD","Human influence: weighted presence of Buildings in the drawdown zone","",NA,NA,""
"PHAB","HIPWBUILDINGS_RIP","Human influence: weighted presence of Buildings in the riparian zone","",NA,NA,""
"PHAB","HIPWBUILDINGS_SYN","Human influence: weighted presence of Buildings synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWCOMMERCIAL","Human influence: weighted presence of Commercial","",NA,NA,""
"PHAB","HIPWCOMMERCIAL_DD","Human influence: weighted presence of Commercial in the drawdown zone","",NA,NA,""
"PHAB","HIPWCOMMERCIAL_RIP","Human influence: weighted presence of Commercial in the riparian zone","",NA,NA,""
"PHAB","HIPWCOMMERCIAL_SYN","Human influence: weighted presence of Commercial synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWCROPS","Human influence: weighted presence of Crops","",NA,NA,""
"PHAB","HIPWCROPS_DD","Human influence: weighted presence of Crops in the drawdown zone","",NA,NA,""
"PHAB","HIPWCROPS_RIP","Human influence: weighted presence of Crops in the riparian zone","",NA,NA,""
"PHAB","HIPWCROPS_SYN","Human influence: weighted presence of Crops synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWDOCKS","Human influence: weighted presence of Docks","",NA,NA,""
"PHAB","HIPWDOCKS_DD","Human influence: weighted presence of Docks in the drawdown zone","",NA,NA,""
"PHAB","HIPWDOCKS_RIP","Human influence: weighted presence of Docks in the riparian zone","",NA,NA,""
"PHAB","HIPWDOCKS_SYN","Human influence: weighted presence of Docks synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWLANDFILL","Human influence: weighted presence of Landfill","",NA,NA,""
"PHAB","HIPWLANDFILL_DD","Human influence: weighted presence of Landfill in the drawdown zone","",NA,NA,""
"PHAB","HIPWLANDFILL_RIP","Human influence: weighted presence of Landfill in the riparian zone","",NA,NA,""
"PHAB","HIPWLANDFILL_SYN","Human influence: weighted presence of Landfill synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWLAWN","Human influence: weighted presence of Lawn","",NA,NA,""
"PHAB","HIPWLAWN_DD","Human influence: weighted presence of Lawn in the drawdown zone","",NA,NA,""
"PHAB","HIPWLAWN_RIP","Human influence: weighted presence of Lawn in the riparian zone","",NA,NA,""
"PHAB","HIPWLAWN_SYN","Human influence: weighted presence of Lawn synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWNONAG","Human influence: weighted presence of non-agricultural influences","",NA,NA,""
"PHAB","HIPWNONAG_DD","Human influence: weighted presence of non-agricultural influences in the drawdown zone","",NA,NA,""
"PHAB","HIPWNONAG_RIP","Human influence: weighted presence of non-agricultural influences in the riparian zone","",NA,NA,""
"PHAB","HIPWNONAG_SYN","Human influence: weighted presence of non-agricultural influences synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWORCHARD","Human influence: weighted presence of Orchard","",NA,NA,""
"PHAB","HIPWORCHARD_DD","Human influence: weighted presence of Orchard in the drawdown zone","",NA,NA,""
"PHAB","HIPWORCHARD_RIP","Human influence: weighted presence of Orchard in the riparian zone","",NA,NA,""
"PHAB","HIPWORCHARD_SYN","Human influence: weighted presence of Orchard synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWOTHER_DD","Human influence: weighted presence of Other in the drawdown zone","",NA,NA,""
"PHAB","HIPWOTHER_RIP","Human influence: weighted presence of Other in the riparian zone","",NA,NA,""
"PHAB","HIPWOTHER_SYN","Human influence: weighted presence of Other synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWPARK","Human influence: weighted presence of Park","",NA,NA,""
"PHAB","HIPWPARK_DD","Human influence: weighted presence of Park in the drawdown zone","",NA,NA,""
"PHAB","HIPWPARK_RIP","Human influence: weighted presence of Park in the riparian zone","",NA,NA,""
"PHAB","HIPWPARK_SYN","Human influence: weighted presence of Park synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWPASTURE","Human influence: weighted presence of Pasture","",NA,NA,""
"PHAB","HIPWPASTURE_DD","Human influence: weighted presence of Pasture in the drawdown zone","",NA,NA,""
"PHAB","HIPWPASTURE_RIP","Human influence: weighted presence of Pasture in the riparian zone","",NA,NA,""
"PHAB","HIPWPASTURE_SYN","Human influence: weighted presence of Pasture synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWPOWERLINES","Human influence: weighted presence of Powerlines","",NA,NA,""
"PHAB","HIPWPOWERLINES_DD","Human influence: weighted presence of Powerlines in the drawdown zone","",NA,NA,""
"PHAB","HIPWPOWERLINES_RIP","Human influence: weighted presence of Powerlines in the riparian zone","",NA,NA,""
"PHAB","HIPWPOWERLINES_SYN","Human influence: weighted presence of Powerlines synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWROADS","Human influence: weighted presence of Roads","",NA,NA,""
"PHAB","HIPWROADS_DD","Human influence: weighted presence of Roads in the drawdown zone","",NA,NA,""
"PHAB","HIPWROADS_RIP","Human influence: weighted presence of Roads in the riparian zone","",NA,NA,""
"PHAB","HIPWROADS_SYN","Human influence: weighted presence of Roads synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HIPWWALLS","Human influence: weighted presence of Walls","",NA,NA,""
"PHAB","HIPWWALLS_DD","Human influence: weighted presence of Walls in the drawdown zone","",NA,NA,""
"PHAB","HIPWWALLS_RIP","Human influence: weighted presence of Walls in the riparian zone","",NA,NA,""
"PHAB","HIPWWALLS_SYN","Human influence: weighted presence of Walls synthesizing the 2007 protocol","",NA,NA,""
"PHAB","HORIZDD","Horizontal drawdown distance","",NA,NA,"m"
"PHAB","LitCvrQc3OE","NLA 2012 Shallow water habitat condition indicator","",NA,NA,"None"
"PHAB","LitRipCvrQc3OE","NLA 2012 Lake habitat complexity condition indicator","",NA,NA,"None"
"PHAB","LMFPARTIFICIAL","littoral fish macrohabitat: fractional presence of artificial fish cover","",NA,NA,""
"PHAB","LMFPBEDROCK","littoral fish macrohabitat: fraction of dominant substrate that is Bedrock","",NA,NA,""
"PHAB","LMFPBOULDERS","littoral fish macrohabitat: fractional presence of boulder fish cover","",NA,NA,""
"PHAB","LMFPCOBBLE","littoral fish macrohabitat: fraction of dominant substrate that is Cobble","",NA,NA,""
"PHAB","LMFPCONTINUOUS","littoral fish macrohabitat: fractional presence of continuous littoral fish cover","",NA,NA,""
"PHAB","LMFPFILL","littoral fish macrohabitat: fractional presence of fill fish cover","",NA,NA,""
"PHAB","LMFPLITTLE","littoral fish macrohabitat: fractional presence of little or no littoral fish cover","",NA,NA,""
"PHAB","LMFPMUD","littoral fish macrohabitat: fraction of dominant substrate that is Mud","",NA,NA,""
"PHAB","LMFPNONE","littoral fish macrohabitat: fractional presence of no fish cover","",NA,NA,""
"PHAB","LMFPPATCHY","littoral fish macrohabitat: fractional presence of patchy littoral fish cover","",NA,NA,""
"PHAB","LMFPSAND","littoral fish macrohabitat: fraction of dominant substrate that is Sand","",NA,NA,""
"PHAB","LMFPVEG","Fractional presence of vegetation fish cover - NLA 2007 only ","",NA,NA,""
"PHAB","LMFPWOODY","littoral fish macrohabitat: fractional presence of woody fish cover","",NA,NA,""
"PHAB","LMNCOVER","littoral fish macrohabitat: number of macrohabitat data","",NA,NA,""
"PHAB","LMNCOVERTYPES","littoral fish macrohabitat: Count of stations at which we have cover type data","",NA,NA,""
"PHAB","LMNHUMAN","littoral fish macrohabitat: count of human disturbance values","",NA,NA,""
"PHAB","LMNSUBSTRATE","littoral fish macrohabitat: count of dominant substrate class data","",NA,NA,""
"PHAB","LMOCOVER","littoral fish macrohabitat: Mode of littoral fish cover type","",NA,NA,""
"PHAB","LMOSUBSTRATE","littoral fish macrohabitat: mode of dominant substrate class","",NA,NA,""
"PHAB","LMPWHUMAN","littoral fish macrohabitat: weighted presence of human disturbance","",NA,NA,""
"PHAB","LZFPALGAE","Littoral zone: fractional presence of littoral algal film","",NA,NA,""
"PHAB","LZFPFILM","Littoral zone: fractional presence of any type of film other than None","",NA,NA,""
"PHAB","LZFPNONE","Littoral zone: fractional presence of no littoral film","",NA,NA,""
"PHAB","LZFPOILY","Littoral zone: fractional presence of littoral oily film","",NA,NA,""
"PHAB","LZFPOTHER","Littoral zone: fractional presence of littoral other film","",NA,NA,""
"PHAB","LZFPSCUM","Littoral zone: fractional presence of littoral scum film","",NA,NA,""
"PHAB","LZIFILMVARIETY","Littoral zone: mean(count of film types other than None at each station)","",NA,NA,""
"PHAB","LZOFILM","Littoral zone: mode of surface film type","",NA,NA,""
"PHAB","RDis_IX","NLA 2012 Lakeshore disturbance condition indicator","",NA,NA,"None"
"PHAB","RVegQc3OE","NLA 2012 Riparian vegetation condition indicator","",NA,NA,"None"
"PHAB","RVFCCANBIG","riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh","",NA,NA,""
"PHAB","RVFCCANBIG_DD","riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh in the drawdown zone","",NA,NA,""
"PHAB","RVFCCANBIG_RIP","riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh in the riparian zone","",NA,NA,""
"PHAB","RVFCCANBIG_SYN","riparian zone and vegetation: fraction of canopy cover by trees &gt;30 cm dbh synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFCCANSMALL","riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh","",NA,NA,""
"PHAB","RVFCCANSMALL_DD","riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh in the drawdown zone","",NA,NA,""
"PHAB","RVFCCANSMALL_RIP","riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh in the riparian zone","",NA,NA,""
"PHAB","RVFCCANSMALL_SYN","riparian zone and vegetation: fraction of canopy cover by trees &lt;30 cm dbh synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFCGNDBARE","riparian zone and vegetation: fraction of ground lacking cover","",NA,NA,""
"PHAB","RVFCGNDBARE_DD","riparian zone and vegetation: fraction of ground lacking cover in the drawdown zone","",NA,NA,""
"PHAB","RVFCGNDBARE_RIP","riparian zone and vegetation: fraction of ground lacking cover in the riparian zone","",NA,NA,""
"PHAB","RVFCGNDBARE_SYN","riparian zone and vegetation: fraction of ground lacking cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFCGNDINUNDATED","riparian zone and vegetation: fraction of ground cover by inundation","",NA,NA,""
"PHAB","RVFCGNDINUNDATED_DD","riparian zone and vegetation: fraction of ground cover by inundation in the drawdown zone","",NA,NA,""
"PHAB","RVFCGNDINUNDATED_RIP","riparian zone and vegetation: fraction of ground cover by inundation in the riparian zone","",NA,NA,""
"PHAB","RVFCGNDINUNDATED_SYN","riparian zone and vegetation: fraction of ground cover by inundation synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFCGNDNONW","riparian zone and vegetation: fraction of ground cover by herbaceous vegetation","",NA,NA,""
"PHAB","RVFCGNDNONW_DD","riparian zone and vegetation: fraction of ground cover by herbaceous vegetation in the drawdown zone","",NA,NA,""
"PHAB","RVFCGNDNONW_RIP","riparian zone and vegetation: fraction of ground cover by herbaceous vegetation in the riparian zone","",NA,NA,""
"PHAB","RVFCGNDNONW_SYN","riparian zone and vegetation: fraction of ground cover by herbaceous vegetation synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFCGNDWOODY","riparian zone and vegetation: fraction of ground cover by woody vegetation","",NA,NA,""
"PHAB","RVFCGNDWOODY_DD","riparian zone and vegetation: fraction of ground cover by woody vegetation in the drawdown zone","",NA,NA,""
"PHAB","RVFCGNDWOODY_RIP","riparian zone and vegetation: fraction of ground cover by woody vegetation in the riparian zone","",NA,NA,""
"PHAB","RVFCGNDWOODY_SYN","riparian zone and vegetation: fraction of ground cover by woody vegetation synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFCUNDNONW","riparian zone and vegetation: fraction of understory cover by nonwoody vegetation","",NA,NA,""
"PHAB","RVFCUNDNONW_DD","riparian zone and vegetation: fraction of understory cover by nonwoody vegetation in the drawdown zone","",NA,NA,""
"PHAB","RVFCUNDNONW_RIP","riparian zone and vegetation: fraction of understory cover by nonwoody vegetation in the riparian zone","",NA,NA,""
"PHAB","RVFCUNDNONW_SYN","riparian zone and vegetation: fraction of understory cover by nonwoody vegetation synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFCUNDWOODY","riparian zone and vegetation: fraction of understory cover by woody vegetation","",NA,NA,""
"PHAB","RVFCUNDWOODY_DD","riparian zone and vegetation: fraction of understory cover by woody vegetation in the drawdown zone","",NA,NA,""
"PHAB","RVFCUNDWOODY_RIP","riparian zone and vegetation: fraction of understory cover by woody vegetation in the riparian zone","",NA,NA,""
"PHAB","RVFCUNDWOODY_SYN","riparian zone and vegetation: fraction of understory cover by woody vegetation synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFPCANBIG","riparian zone and vegetation: Fraction of canopy with large trees present","",NA,NA,""
"PHAB","RVFPCANBIG_DD","riparian zone and vegetation: Fraction of canopy with large trees present in the drawdown zone","",NA,NA,""
"PHAB","RVFPCANBIG_RIP","riparian zone and vegetation: Fraction of canopy with large trees present in the riparian zone","",NA,NA,""
"PHAB","RVFPCANBIG_SYN","riparian zone and vegetation: Fraction of canopy with large trees present synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFPCANBROADLEAF","riparian zone and vegetation: fraction of broadleaf evergreen canopy presence","",NA,NA,""
"PHAB","RVFPCANBROADLEAF_DD","riparian zone and vegetation: fraction of broadleaf evergreen canopy presence in the drawdown zone","",NA,NA,""
"PHAB","RVFPCANBROADLEAF_RIP","riparian zone and vegetation: fraction of broadleaf evergreen canopy presence in the riparian zone","",NA,NA,""
"PHAB","RVFPCANCONIFEROUS","riparian zone and vegetation: fraction of coniferous canopy presence","",NA,NA,""
"PHAB","RVFPCANCONIFEROUS_DD","riparian zone and vegetation: fraction of coniferous canopy presence in the drawdown zone","",NA,NA,""
"PHAB","RVFPCANCONIFEROUS_RIP","riparian zone and vegetation: fraction of coniferous canopy presence in the riparian zone","",NA,NA,""
"PHAB","RVFPCANDECIDUOUS","riparian zone and vegetation: fraction of deciduous canopy presence","",NA,NA,""
"PHAB","RVFPCANDECIDUOUS_DD","riparian zone and vegetation: fraction of deciduous canopy presence in the drawdown zone","",NA,NA,""
"PHAB","RVFPCANDECIDUOUS_RIP","riparian zone and vegetation: fraction of deciduous canopy presence in the riparian zone","",NA,NA,""
"PHAB","RVFPCANMIXED","riparian zone and vegetation: fraction of mixed canopy presence","",NA,NA,""
"PHAB","RVFPCANMIXED_DD","riparian zone and vegetation: fraction of mixed canopy presence in the drawdown zone","",NA,NA,""
"PHAB","RVFPCANMIXED_RIP","riparian zone and vegetation: fraction of mixed canopy presence in the riparian zone","",NA,NA,""
"PHAB","RVFPCANNONE","riparian zone and vegetation: fraction of no canopy present","",NA,NA,""
"PHAB","RVFPCANNONE_DD","riparian zone and vegetation: fraction of no canopy present in the drawdown zone","",NA,NA,""
"PHAB","RVFPCANNONE_RIP","riparian zone and vegetation: fraction of no canopy present in the riparian zone","",NA,NA,""
"PHAB","RVFPCANSMALL","riparian zone and vegetation: fraction of canopy with small trees present","",NA,NA,""
"PHAB","RVFPCANSMALL_DD","riparian zone and vegetation: fraction of canopy with small trees present in the drawdown zone","",NA,NA,""
"PHAB","RVFPCANSMALL_RIP","riparian zone and vegetation: fraction of canopy with small trees present in the riparian zone","",NA,NA,""
"PHAB","RVFPCANSMALL_SYN","riparian zone and vegetation: fraction of canopy with small trees present synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFPGNDBARE","riparian zone and vegetation: fraction of bare ground presence","",NA,NA,""
"PHAB","RVFPGNDBARE_DD","riparian zone and vegetation: fraction of bare ground presence in the drawdown zone","",NA,NA,""
"PHAB","RVFPGNDBARE_RIP","riparian zone and vegetation: fraction of bare ground presence in the riparian zone","",NA,NA,""
"PHAB","RVFPGNDBARE_SYN","riparian zone and vegetation: fraction of bare ground presence synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFPGNDINUNDATED","riparian zone and vegetation: fraction of inundated ground presence","",NA,NA,""
"PHAB","RVFPGNDINUNDATED_DD","riparian zone and vegetation: fraction of inundated ground presence in the drawdown zone","",NA,NA,""
"PHAB","RVFPGNDINUNDATED_RIP","riparian zone and vegetation: fraction of inundated ground presence in the riparian zone","",NA,NA,""
"PHAB","RVFPGNDINUNDATED_SYN","riparian zone and vegetation: fraction of inundated ground presence synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFPGNDNONW","riparian zone and vegetation: fraction of nonwoody ground cover presence","",NA,NA,""
"PHAB","RVFPGNDNONW_DD","riparian zone and vegetation: fraction of nonwoody ground cover presence in the drawdown zone","",NA,NA,""
"PHAB","RVFPGNDNONW_RIP","riparian zone and vegetation: fraction of nonwoody ground cover presence in the riparian zone","",NA,NA,""
"PHAB","RVFPGNDNONW_SYN","riparian zone and vegetation: fraction of nonwoody ground cover presence synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFPGNDWOODY","riparian zone and vegetation: fraction of woody ground cover presence","",NA,NA,""
"PHAB","RVFPGNDWOODY_DD","riparian zone and vegetation: fraction of woody ground cover presence in the drawdown zone","",NA,NA,""
"PHAB","RVFPGNDWOODY_RIP","riparian zone and vegetation: fraction of woody ground cover presence in the riparian zone","",NA,NA,""
"PHAB","RVFPGNDWOODY_SYN","riparian zone and vegetation: fraction of woody ground cover presence synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFPUNDBROADLEAF","riparian zone and vegetation: fraction of broadleaf evergreen understory presence","",NA,NA,""
"PHAB","RVFPUNDBROADLEAF_DD","riparian zone and vegetation: fraction of broadleaf evergreen understory presence in the drawdown zone","",NA,NA,""
"PHAB","RVFPUNDBROADLEAF_RIP","riparian zone and vegetation: fraction of broadleaf evergreen understory presence in the riparian zone","",NA,NA,""
"PHAB","RVFPUNDCONIFEROUS","riparian zone and vegetation: fraction of coniferous understory presence","",NA,NA,""
"PHAB","RVFPUNDCONIFEROUS_DD","riparian zone and vegetation: fraction of coniferous understory presence in the drawdown zone","",NA,NA,""
"PHAB","RVFPUNDCONIFEROUS_RIP","riparian zone and vegetation: fraction of coniferous understory presence in the riparian zone","",NA,NA,""
"PHAB","RVFPUNDDECIDUOUS","riparian zone and vegetation: fraction of deciduous understory presence","",NA,NA,""
"PHAB","RVFPUNDDECIDUOUS_DD","riparian zone and vegetation: fraction of deciduous understory presence in the drawdown zone","",NA,NA,""
"PHAB","RVFPUNDDECIDUOUS_RIP","riparian zone and vegetation: fraction of deciduous understory presence in the riparian zone","",NA,NA,""
"PHAB","RVFPUNDMIXED","riparian zone and vegetation: fraction of mixed understory presence","",NA,NA,""
"PHAB","RVFPUNDMIXED_DD","riparian zone and vegetation: fraction of mixed understory presence in the drawdown zone","",NA,NA,""
"PHAB","RVFPUNDMIXED_RIP","riparian zone and vegetation: fraction of mixed understory presence in the riparian zone","",NA,NA,""
"PHAB","RVFPUNDNONE","riparian zone and vegetation: fraction of no understory present","",NA,NA,""
"PHAB","RVFPUNDNONE_DD","riparian zone and vegetation: fraction of no understory present in the drawdown zone","",NA,NA,""
"PHAB","RVFPUNDNONE_RIP","riparian zone and vegetation: fraction of no understory present in the riparian zone","",NA,NA,""
"PHAB","RVFPUNDNONW","riparian zone and vegetation: fraction of understory with nonwoody cover present","",NA,NA,""
"PHAB","RVFPUNDNONW_DD","riparian zone and vegetation: fraction of understory with nonwoody cover present in the drawdown zone","",NA,NA,""
"PHAB","RVFPUNDNONW_RIP","riparian zone and vegetation: fraction of understory with nonwoody cover present in the riparian zone","",NA,NA,""
"PHAB","RVFPUNDNONW_SYN","riparian zone and vegetation: fraction of understory with nonwoody cover present synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVFPUNDWOODY","riparian zone and vegetation: fraction of understory with nonwoody cover present","",NA,NA,""
"PHAB","RVFPUNDWOODY_DD","riparian zone and vegetation: fraction of understory with nonwoody cover present in the drawdown zone","",NA,NA,""
"PHAB","RVFPUNDWOODY_RIP","riparian zone and vegetation: fraction of understory with nonwoody cover present in the riparian zone","",NA,NA,""
"PHAB","RVFPUNDWOODY_SYN","riparian zone and vegetation: fraction of understory with nonwoody cover present synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVICANOPY","riparian zone and vegetation: index of total canopy cover ","",NA,NA,""
"PHAB","RVICANOPY_DD","riparian zone and vegetation: index of total canopy cover  in the drawdown zone","",NA,NA,""
"PHAB","RVICANOPY_RIP","riparian zone and vegetation: index of total canopy cover  in the riparian zone","",NA,NA,""
"PHAB","RVICANOPY_SYN","riparian zone and vegetation: index of total canopy cover  synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVICANUND","riparian zone and vegetation: index of total canopy and understory cover","",NA,NA,""
"PHAB","RVICANUND_DD","riparian zone and vegetation: index of total canopy and understory cover in the drawdown zone","",NA,NA,""
"PHAB","RVICANUND_RIP","riparian zone and vegetation: index of total canopy and understory cover in the riparian zone","",NA,NA,""
"PHAB","RVICANUND_SYN","riparian zone and vegetation: index of total canopy and understory cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVIGROUND","riparian zone and vegetation: index of total ground cover","",NA,NA,""
"PHAB","RVIGROUND_DD","riparian zone and vegetation: index of total ground cover in the drawdown zone","",NA,NA,""
"PHAB","RVIGROUND_RIP","riparian zone and vegetation: index of total ground cover in the riparian zone","",NA,NA,""
"PHAB","RVIGROUND_SYN","riparian zone and vegetation: index of total ground cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVIHERBS","riparian zone and vegetation: index of total herbaceous vegatation cover","",NA,NA,""
"PHAB","RVIHERBS_DD","riparian zone and vegetation: index of total herbaceous vegatation cover in the drawdown zone","",NA,NA,""
"PHAB","RVIHERBS_RIP","riparian zone and vegetation: index of total herbaceous vegatation cover in the riparian zone","",NA,NA,""
"PHAB","RVIHERBS_SYN","riparian zone and vegetation: index of total herbaceous vegatation cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVITALLWOOD","riparian zone and vegetation: index of canopy and understory woody vegetation cover","",NA,NA,""
"PHAB","RVITALLWOOD_DD","riparian zone and vegetation: index of canopy and understory woody vegetation cover in the drawdown zone","",NA,NA,""
"PHAB","RVITALLWOOD_RIP","riparian zone and vegetation: index of canopy and understory woody vegetation cover in the riparian zone","",NA,NA,""
"PHAB","RVITALLWOOD_SYN","riparian zone and vegetation: index of canopy and understory woody vegetation cover synthesizing the 2007 protocol","",NA,NA,""
"PHAB","RVITOTALVEG","riparian zone and vegetation: index of total vegetation cover","",NA,NA,""
